Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";"CIMU_ID";"LANGUE_ORIGINE";"H&S_Label";"URI_DBPEDIA";
;;;;;;"311.221 (True) stick zithers with one resonator gourd";;;;"LEXICON_00000163";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a string bearer with one gourd resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is a rigid stick. India (tuila), Celebes (suleppe).";"";"";"LEXICON_00004873;LEXICON_00003721";"42";"311.221";"";"(True) stick zithers with one resonator gourd";;
;;;;;;"311.222 (True) stick zithers with several resonator gourds";;;;"LEXICON_00000164";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a string bearer with several gourd resonators which are not integral and can be detached without destroying the sound-producing apparatus. The string bearer is a rigid stick. India (vina).";"";"";"LEXICON_00004850;LEXICON_00005213;LEXICON_00007073;LEXICON_00005463";"11";"311.222";"";"(True) stick zithers with several resonator gourds";;
;;;"312 Tube zithers";;;;;;;"LEXICON_00000165";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is a vaulted surface.";"";"";"LEXICON_00003626;LEXICON_00003700";"163";"312";"";"Tube zithers";;
;;;;"312.1 Whole-tube zithers";;;;;;"LEXICON_00000166";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is a complete tube.";"";"";"";"0";"312.1";"";"Whole-tube zithers";;
;;;;;"312.11 ldiochord (true) tube zithers";;;;;"LEXICON_00000167";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is a complete tube. The strings are cut from the bark of the tube, remaining attached at each end. Africa and Indonesia (gonra, togo, valiha).";"";"";"LEXICON_00005684;LEXICON_00005237;LEXICON_00005261;LEXICON_00004942;LEXICON_00005275;LEXICON_00005514;LEXICON_00005302;LEXICON_00005320;LEXICON_00006803;LEXICON_00005453;LEXICON_00005455;LEXICON_00005373;LEXICON_00006356;LEXICON_00003706";"95";"312.11";"";"ldiochord (true) tube zithers";;
;;;;;"312.12 Heterochord (true) tube zithers";;;;;"LEXICON_00000168";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is a complete tube. The strings are of separate material from the tube.";"";"";"LEXICON_00005515;LEXICON_00006354;LEXICON_00005374";"10";"312.12";"";"Heterochord (true) tube zithers";;
;;;;;;"312.121 Heterochord (true) tube zithers without extra resonator";;;;"LEXICON_00000169";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer which is a complete tube. The strings are of separate material from the tube. The instrument has no additional resonator. S.E.Asia (alligator).";"";"";"LEXICON_00005214";"6";"312.121";;"Heterochord (true) tube zithers without extra resonator";;
;;;;;;"312.122 Heterochord (true) tube zithers with extra resonator";;;;"LEXICON_00000170";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid tubular string bearer that is an internode length of bamboo. It is placed inside a resonator which is a palm leaf tied in the shape of a bowl. The resonator is not integral and can be detached without destroying the sound-producing apparatus. The strings are of separate material from the string bearer. Timor.";"";"";"";"0";"312.122";"";"Heterochord (true) tube zithers with extra resonator";;
;;;;"312.2 Half-tube zithers";;;;;;"LEXICON_00000171";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points along the convex surface of a gutter.";"";"";"";"0";"312.2";;"Half-tube zithers";;
;;;;;"312.21 ldiochord half-tube zithers";;;;;"LEXICON_00000172";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points along the convex surface of a gutter. The strings are cut from the bark of the string bearer, remaining attached at each end. Flores.";"";"";"";"0";"312.21";;"ldiochord half-tube zithers";;
;;;;;"312.22 Heterochord half-tube zithers";;;;;"LEXICON_00000173";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points along the convex surface of a gutter. The strings are of separate material from the string bearer. E. Asia.";"";"";"LEXICON_00003612;LEXICON_00003717;LEXICON_00003724";"122";"312.22";;"Heterochord half-tube zithers";;
;;;"313 Raft zithers";;;;;;;"LEXICON_00000174";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is composed of canes tied together in the manner of a raft.";"";"";"";"0";"313";"";"Raft zithers";;
;;;;"313.1 ldiochord raft zithers";;;;;;"LEXICON_00000175";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is composed of canes tied together in the manner of a raft. The strings are cut from the bark of the string bearer, remaining attached at each end. India, Upper Guinea, Central Congo.";"";"";"LEXICON_00003688;LEXICON_00007076;LEXICON_00003719";"67";"313.1";"";"ldiochord raft zithers";;
;;;;"313.2 Heterochord raft zithers";;;;;;"LEXICON_00000176";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is composed of canes tied together in the manner of a raft. The strings are of separate material from the string bearer. N. Malawi region.";"";"";"";"0";"313.2";"";"Heterochord raft zithers";;
;;;;;"313.2-5 Heterochord raft zithers sounded by the bare fingers";;;;;"LEXICON_00006452";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The instrument consists of a rigid string bearer, or of a rigid string bearer with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The string bearer is composed of canes tied together in the manner of a raft. The strings are of separate material from the string bearer. Sounded by the bare fingers.";"";"";"";"0";"";"";"";;
;;;"314 Board zithers";;;;;;;"LEXICON_00000177";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, or a board with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The ground too, is to be counted as a string bearer.";"";"";"LEXICON_00003628";"357";"314";"";"Board zithers";;
;;;;"314.1 True board zithers";;;;;;"LEXICON_00000178";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, or a board with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The plane of the strings is parallel with that of the string bearer.";"";"";"LEXICON_00003619";"4";"314.1";"";"True board zithers";;
;;;;;"314.11 True board zithers without resonator";;;;;"LEXICON_00000179";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, without a resonator. The plane of the strings is parallel with that of the string bearer. Borneo.";"";"";"";"0";"314.11";;"True board zithers without resonator";;
;;;;;;"314.11-4-8 True board zithers without resonator sounded by hammers or beaters, with keyboard";;;;"LEXICON_00006453";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, without a resonator. The plane of the strings is parallel with that of the string bearer. Sounded by hammers or beaters. With keyboard.";"";"";"";"0";"";"";"";;
;;;;;;"314.11-4-8+421.132-62-8 True board zithers without resonator, sounded by hammers or beaters, with keyboard + Sets of free reeds, with flexible air reservoir, with keyboard";;;;"LEXICON_00006480";"NT";"Hornbostel - Sachs";"Standard";"";"";"";"LEXICON_00006148";"7";"";"";"";;
;;;;;"314.12 True board zithers with resonator";;;;;"LEXICON_00000180";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, with a resonator which is not integral and can be detached without destroying the sound-producing apparatus. The plane of the strings is parallel with that of the string bearer.";"";"";"LEXICON_00004700;LEXICON_00002286";"9";"314.12";"";"True board zithers with resonator";;
;;;;;;"314.121 True board zithers with resonator bowl";;;;"LEXICON_00000181";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, with a bowl-shaped resonator which is not integral and can be detached without destroying the sound-producing apparatus. The resonator is a fruit shell or similar object, or an artificially carved equivalent. The plane of the strings is parallel with that of the string bearer.";"";"";"";"0";"314.121";"";"True board zithers with resonator bowl";;
;;;;;;;"314.121-9 Mechanically driven true board zithers with resonator bowl";;;"LEXICON_00006454";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, with a bowl-shaped resonator which is not integral and can be detached without destroying the sound-producing apparatus. The resonator is a fruit shell or similar object, or an artificially carved equivalent. The plane of the strings is parallel with that of the string bearer. With mechanical drive.";"";"";"";"0";"";"";"";;
;;;;;;"314.122 True board zithers with resonator box (box zither)";;;;"LEXICON_00000182";"NT";"Hornbostel - Sachs";"Standard";"One or more strings are stretched between fixed points. The string bearer is a rigid board, with a box-shaped resonator made of slats which is not integral and can be detached without destroying the sound-producing apparatus. The plane of the strings is parallel with that of the string bearer. Zither, Hackbrett, pianoforte. NB This is true of the early piano only; modern pianos have no bottom and are board zithers. Harpsichords and some clavichords are box zithers.";"";"";"LEXICON_00005140;LEXICON_00003616;LEXICON_00003617;LEXICON_00005168;LEXICON_00005169;LEXICON_00006262;LEXICON_00006263;LEXICON_00006542;LEXICON_00003650;LEXICON_00004787;LEXICON_00003652;LEXICON_00004790;LEXICON_00003658;LEXICON_00005003;LEXICON_00004791;LEXICON_00003660;LEXICON_00003668;LEXICON_00004792;LEXICON_00004795;LEXICON_00004796;LEXICON_00003674;LEXICON_00002293;LEXICON_00002297;LEXICON_00002298;LEXICON_00004797;LEXICON_00003677;LEXICON_00003678;LEXICON_00003684;LEXICON_00006539;LEXICON_00003693;LEXICON_00002734;LEXICON_00006355;LEXICON_00004799;LEXICON_00004800;LEXICON_00003710;LEXICON_00003712";"1002";"314.122";"";"True board zithers with resonator box (box zither)";;
