Identifier;Level_1;Level_2;Level_3;Synonyms;YOUR LANGUAGE;Synonyms (YOUR LANGUAGE) ;H&S link;Nb of instruments;Définition;Original language;URI_DBPEDIA
LEXICON_00005960;;;Controviolino;;;;LEXICON_00006473;6;;;
LEXICON_00003577;;;Gardon;;;;;4;;;
LEXICON_00003578;;;Tenor new violin;Tenor violin;;;LEXICON_00006473;1;;;
LEXICON_00003580;;;Viola pomposa;Violino pomposa;;;LEXICON_00006473;4;;;
LEXICON_00003582;;;Violoncello;Cello;;;LEXICON_00006473;247;;;
LEXICON_00006538;;;Violoncello piccolo;;;;LEXICON_00006473;5;;;
LEXICON_00003584;;Viols;;;;;;0;;;
LEXICON_00003585;;;Baryton;;;;;6;;;
LEXICON_00003598;;;Double bass viol;;;;LEXICON_00006473;2;;;
LEXICON_00005717;;;English violet;Violetta all inglese;;;;1;;;
LEXICON_00003586;;;High treble viol;;;;LEXICON_00006473;26;;;
LEXICON_00003588;;;Quinton;;;;LEXICON_00006473;46;;;
LEXICON_00003589;;;Sultana;Cither-viol;;;LEXICON_00006473;3;;;
LEXICON_00003591;;;Tenor viol;Viole tenor;;;LEXICON_00006473;32;;;
LEXICON_00003594;;;Treble viol;;;;LEXICON_00006473;57;;;
LEXICON_00003597;;;Viol;;;;LEXICON_00006473;19;;;
LEXICON_00003601;;;Viola alta;;;;LEXICON_00006473;1;;;
LEXICON_00003602;;;Viola bastarda;Lyraviol;;;LEXICON_00006473;24;;;
LEXICON_00003604;;;Viola da gamba;Bass viol;;;LEXICON_00006473;101;;;
LEXICON_00003608;;;Viola d'amore;;;;LEXICON_00006473;128;;;
LEXICON_00003609;;;Violone;;;;LEXICON_00006473;15;;;
LEXICON_00003610;;Zithers;;;;;;0;;;
LEXICON_00003612;;;Aeolian harp;;;;"LEXICON_00000173;LEXICON_00006455";44;;;
LEXICON_00005140;;;Ajaeng;;;;LEXICON_00000182;5;;;
LEXICON_00004784;;;Akkordolia;;;;LEXICON_00006518;2;;;
LEXICON_00003613;;;Appalachian dulcimer;;;;LEXICON_00006460;2;;;
LEXICON_00003614;;;Armandine;;;;;2;;French;
LEXICON_00003615;;;Arpanetta;;;;LEXICON_00006460;1;;Italian;
LEXICON_00003616;;;Autoharp;Akkordzither;;;LEXICON_00000182;18;;;
LEXICON_00003617;;;Bandura;Bandoura;;;LEXICON_00000182;5;;;
LEXICON_00003619;;;Bangwe;"Bango;Ndyele;Pango;Pangwe";;;LEXICON_00000178;2;;;
LEXICON_00003624;;;Bell harp;Schwungzither;;;LEXICON_00006460;5;;;
LEXICON_00003626;;;Bin;Rudra vina;;;LEXICON_00000165;10;;;
LEXICON_00003628;;;Board zither;;;;LEXICON_00000177;155;;;
LEXICON_00003629;;;Bokongo;;;;LEXICON_00000185;2;;;
LEXICON_00005531;;;Box zither;;;;;7;;;
LEXICON_00003630;;;Bûche des Flandres;;;;LEXICON_00000162;2;;French;
LEXICON_00003631;;;Bumbass;;;;LEXICON_00000162;8;;;
LEXICON_00005168;;;Celempung;Tjelepoung;;;LEXICON_00000182;4;;;
LEXICON_00005169;;;Chakhe;;;;LEXICON_00000182;4;;;
LEXICON_00006262;;;Chord zither;;;;LEXICON_00000182;48;;;
LEXICON_00003633;;;Cimbalom;"Cimbalum;Cymbalum";;;LEXICON_00006456;14;;;
LEXICON_00004785;;;Citera;Titera;;;;17;;;
LEXICON_00003635;;;Dan bau;"Cai dan buau;Dan hoc huyen";;;;13;;;
LEXICON_00006263;;;Dan tam thac luc;;;;LEXICON_00000182;0;;;
LEXICON_00003638;;;Dan tranh;"Cai dan thap luc;Dan thap luc";;;LEXICON_00006460;13;;;
LEXICON_00003642;;;Double psaltery;;;;;0;;;
LEXICON_00003643;;;Double zither;;;;;13;;;
LEXICON_00003644;;;Dulcimer;;;;LEXICON_00006456;51;;;
LEXICON_00003645;;;Dunde;;;;;1;;;
LEXICON_00003646;;;Ekatantri vina;Ekatantrika vina;;;;0;;;
LEXICON_00003648;;;Enanga;;;;LEXICON_00000187;4;;;
LEXICON_00003649;;;Epinette des Vosges;;;;LEXICON_00006460;30;;French;
LEXICON_00003650;;;Fenghuangqin;Daznengqin;;;LEXICON_00000182;0;;;
LEXICON_00005213;;;Ghangli;;;;LEXICON_00000164;0;;;
LEXICON_00004997;;;Go-kin;;;;;1;;;
LEXICON_00005214;;;Gondang buluh;Gundang bulug;;;LEXICON_00000169;3;;;
LEXICON_00004787;;;Guitar-zither;;;;LEXICON_00000182;16;;;
LEXICON_00006709;;;Gusli;;;;LEXICON_00006459;1;;;
LEXICON_00004788;;;Harp-zither;Harfen-zither;;;LEXICON_00000185;17;;;
LEXICON_00004789;;;Higheghe;;;;LEXICON_00000162;2;;;
LEXICON_00003652;;;Hommel;"Humle;Hummel";;;LEXICON_00000182;64;;;
LEXICON_00004790;;;Hümmelke;;;;LEXICON_00000182;3;;;
LEXICON_00005002;;;Ichigen-kin;"Ichi gen kin;Ichigenkin";;;;2;;;
LEXICON_00005684;;;Idiochord tube zither;;;;LEXICON_00000167;0;;;
LEXICON_00003654;;;Ikidi;Ngyela;;;;0;;;
LEXICON_00003656;;;Inanga;Nanga;;;LEXICON_00000187;4;;;
LEXICON_00005237;;;Jakdak-ulul;;;;LEXICON_00000167;0;;;
LEXICON_00003658;;;Kacapi;;;;LEXICON_00000182;3;;;
LEXICON_00004873;;;Kairata vina;;;;LEXICON_00000163;4;;;
LEXICON_00005003;;;Kakugnoto;;;;LEXICON_00000182;1;;;
LEXICON_00003659;;;Kani;;;;LEXICON_00005609;4;;;
LEXICON_00004791;;;Kanklès;;;;LEXICON_00000182;2;;;
LEXICON_00003660;;;Kantele;;;;LEXICON_00000182;31;;;
LEXICON_00003661;;;Kayagum;;;;LEXICON_00006459;5;;;
LEXICON_00003662;;;Kesle;;;;LEXICON_00006459;1;;;
LEXICON_00005261;;;Keteng-keteng;;;;LEXICON_00000167;1;;;
LEXICON_00003663;;;Kinanda;;;;LEXICON_00000186;6;;;
LEXICON_00003664;;;Kinnari vina;;;;;3;;;
LEXICON_00003665;;;Kisfejes citera;;;;;0;;Hungarian;
LEXICON_00005262;;;Kita;;;;LEXICON_00000186;0;;;
LEXICON_00004942;;;Kolitong;;;;LEXICON_00000167;4;;;
LEXICON_00003666;;;Komun'go;"Geomungo;Komungo";;;LEXICON_00006460;4;;;
LEXICON_00003668;;;Koto;"Gakuso;Jushichigen;So;Takigoto;Tanso";;;LEXICON_00000182;41;;;
LEXICON_00004943;;;Kucapi;;;;;1;;;
LEXICON_00005275;;;Kulliteng;;;;LEXICON_00000167;0;;;
LEXICON_00006616;;;Kundi;;;;LEXICON_00000187;23;;;
LEXICON_00004792;;;Küsle;Gousli;;;LEXICON_00000182;1;;;
LEXICON_00004793;;;Langeleg;;;;;1;;;
LEXICON_00004794;;;Langeleik;;;;;114;;;
LEXICON_00004795;;;Langspil;;;;LEXICON_00000182;7;;;
LEXICON_00003673;;;Ligombo;;;;LEXICON_00000188;5;;;
LEXICON_00006815;;;Lokanga voatavo;;;;;0;;;
LEXICON_00005514;;;Lotong;;;;LEXICON_00000167;4;;;
LEXICON_00004879;;;Mahati vina;;;;;0;;;
LEXICON_00004796;;;Mandolin-zither;;;;LEXICON_00000182;2;;;
LEXICON_00003674;;;Mi-gyaung;Megyoung;;;LEXICON_00000182;5;;;
LEXICON_00003676;;;Mvet;;;;LEXICON_00000162;9;;;
LEXICON_00005302;;;Nengnong;;;;LEXICON_00000167;0;;;
LEXICON_00005006;;;Nigenkin;;;;;4;;;
LEXICON_00005320;;;Pagan;;;;LEXICON_00000167;0;;;
LEXICON_00004952;;;Phin;Phin nam tao;;;LEXICON_00000162;2;;;
LEXICON_00004797;;;Psalmodikon;"Psalmodicon;Salmodicon";;;LEXICON_00000182;136;;;
LEXICON_00003677;;;Psaltery;;;;LEXICON_00000182;26;;;
LEXICON_00003678;;;Qanun;"K'anon;Kanonaki;Kanoon;Kanun;Kanuna;Qânon";;;LEXICON_00000182;41;;;
LEXICON_00003684;;;Qin;"Ch'in;Guqin;Kin;Ku-ch'in;Ku-tschchin";;;LEXICON_00000182;11;;;
LEXICON_00006726;;;Raffele;;;;;0;;;
LEXICON_00003688;;;Raft zither;;;;LEXICON_00000175;34;;;
LEXICON_00005007;;;San gen kin;Sangenkin;;;;1;;;
LEXICON_00004962;;;Sandouri;;;;LEXICON_00006456;1;;;
LEXICON_00003689;;;Santur;Santour;;;LEXICON_00006456;12;;;
LEXICON_00005515;;;Sasando;;;;LEXICON_00000168;4;;;
LEXICON_00006539;;;Scheitholt;;;;LEXICON_00000182;1;;;
LEXICON_00003692;;;Se;Che;;;;0;;;
LEXICON_00006803;;;Serongagandi;;;;LEXICON_00000167;2;;;
LEXICON_00003693;;;Shichigen-kin;;;;LEXICON_00000182;1;;;
LEXICON_00003694;;;Siter;;;;;0;;;
LEXICON_00005453;;;Sluday;S'ludoy;;;LEXICON_00000167;2;;;
LEXICON_00006354;;;Sousounou;;;;LEXICON_00000168;0;;;
LEXICON_00006352;;;Sruti vina;;;;LEXICON_00000205;1;;;
LEXICON_00004786;;;Stick zither;;;;LEXICON_00000162;140;;;
LEXICON_00003695;;;Surmandal;Svaramandala;;;;3;;;
LEXICON_00006355;;;Ta'khay;;;;LEXICON_00000182;2;;;
LEXICON_00003697;;;Takhe;Krapeu;;;LEXICON_00006460;1;;;
LEXICON_00005455;;;Takumbo;Takumbe;;;LEXICON_00000167;3;;;
LEXICON_00004798;;;Tambal;;;;LEXICON_00006456;1;;;
LEXICON_00005373;;;Tambi;;;;LEXICON_00000167;0;;;
LEXICON_00006356;;;Tambol;;;;LEXICON_00000167;0;;;
LEXICON_00005374;;;Tanggetong;;;;LEXICON_00000168;0;;;
LEXICON_00003699;;;Tonkori;;;;;0;;;
LEXICON_00005683;;;Trough zither;;;;LEXICON_00000186;92;;;
LEXICON_00005015;;;Tsuma-koto;Tsuma koto;;;;3;;;
LEXICON_00003700;;;Tube zither;;;;LEXICON_00000165;114;;;
LEXICON_00004893;;;Tuila;;;;;1;;;
LEXICON_00003702;;;Tuntun;"Salterio;Ttunttun";;;;2;;;
LEXICON_00004799;;;Türharfe;;;;LEXICON_00000182;5;;;
LEXICON_00003705;;;Tympanon;;;;LEXICON_00006456;19;;French;
LEXICON_00003706;;;Valiha;Marovany;;;LEXICON_00000167;42;;;
LEXICON_00005463;;;Vicitra vina;Vichitra vina;;;LEXICON_00000164;4;;;
LEXICON_00003708;;;Vina;Tritantri vina;;;;16;;;
LEXICON_00004800;;;Violin-zither;;;;LEXICON_00000182;3;;;
LEXICON_00003710;;;Wagon;"Waggon;Yamato-goto";;;LEXICON_00000182;2;;;
LEXICON_00003712;;;Yanggum;Yanggeum;;;LEXICON_00000182;7;;;
LEXICON_00003713;;;Yangqin;"Tseng;Yang ch'in;Yang-kin;Yang-Tjin";;;LEXICON_00006456;28;;;
LEXICON_00003717;;;Yaqin;Ja kin'rh;;;LEXICON_00000173;1;;;
LEXICON_00004988;;;Yazheng;Ya-zheng;;;;0;;;
LEXICON_00003719;;;Yomkwo;Riyom ko;;;LEXICON_00000175;1;;;
LEXICON_00003721;;;Zeze;"Dzenzi;Tzetze";;;LEXICON_00000163;15;;;
LEXICON_00003724;;;Zheng;"Che;Cheng;Dscheng;Guzheng;Tcheng;Tseng";;;LEXICON_00000173;17;;;
LEXICON_00003729;;;Zither;;;;LEXICON_00006460;373;;;
LEXICON_00003730;Wind instruments;;;;;;;0;;;
LEXICON_00003731;;Accordions;;;;;;0;;;
LEXICON_00003732;;;Accordion;;;;LEXICON_00006769;423;;;
LEXICON_00003733;;;Bandoneon;;;;LEXICON_00006769;30;;;
LEXICON_00004639;;;Basse-aux-pieds;;;;LEXICON_00000236;7;;;
LEXICON_00003734;;;Cecilium;;;;LEXICON_00006769;9;;French;
LEXICON_00006526;;;Chemnitzer concertina;;;;LEXICON_00006485;2;;;
LEXICON_00006284;;;Chromatic accordion;;;;LEXICON_00000236;102;;;
LEXICON_00003735;;;Concertina;;;;LEXICON_00006485;30;;;
LEXICON_00003736;;;Diatonic accordion;;;;LEXICON_00006485;139;;;
LEXICON_00006285;;;Electric accordion;;;;LEXICON_00006485;2;;;
LEXICON_00006624;;;Electronic accordion;;;;LEXICON_00006172;3;;;
LEXICON_00006527;;;English concertina;;;;LEXICON_00006485;4;;;
LEXICON_00004640;;;Garmoshka;Garmonnaïa;;;LEXICON_00000236;7;;;
LEXICON_00003737;;;Harmoni-cor;Harmonicor;;;LEXICON_00000236;2;;French;
LEXICON_00003740;;;Harmonieflûte;"Harmonie-flute;Harmoniflute";;;LEXICON_00006769;11;;French;
LEXICON_00004642;;;Heligonka;;;;LEXICON_00000236;1;;;
LEXICON_00006525;;;Hybrid accordion;;;;LEXICON_00000236;18;;;
LEXICON_00003743;;;Melodeon;;;;LEXICON_00006769;6;;;
LEXICON_00006311;;;Mouth accordion;;;;LEXICON_00000236;1;;;
LEXICON_00006314;;;Organetto;;;;LEXICON_00000236;5;;;
LEXICON_00003745;;Bagpipes;;;;;;0;;;
LEXICON_00004643;;;Askomandoura;;;;LEXICON_00000328;1;;;
LEXICON_00003746;;;Bagpipe;;;;LEXICON_00006415;85;;;
LEXICON_00006795;;;Bayan;;;;LEXICON_00006769;6;;;
LEXICON_00003747;;;Biniou;;;;LEXICON_00006414;5;;;
LEXICON_00003748;;;Bladder pipe;;;;;0;;;
LEXICON_00006711;;;Bock;;;;;0;;;
LEXICON_00004644;;;Bodega;Craba;;;;2;;;
LEXICON_00003749;;;Bouhe;"Boha;Bohaussac;Bouhique";;;;1;;;
LEXICON_00003753;;;Cabrette;Chabrette;;;LEXICON_00006415;13;;French;
LEXICON_00004646;;;Chekwa;;;;LEXICON_00000328;2;;;
LEXICON_00003755;;;Chiboni;Chiabour;;;;1;;;
LEXICON_00004647;;;Cimpoi;;;;;6;;;
LEXICON_00004648;;;Duda;;;;;8;;;
LEXICON_00003757;;;Dudy;"Duda;Dude";;;;4;;;
LEXICON_00004649;;;Dzhura gayda;;;;;2;;;
LEXICON_00003760;;;Gaita;;;;LEXICON_00006414;0;;;
LEXICON_00003761;;;Gajde;"Gaida;Gajdy;Gayda";;;;4;;;
LEXICON_00004810;;;Gayda;;;;;4;;;
LEXICON_00006528;;;Great Highland bagpipe;;;;LEXICON_00006519;0;;;
LEXICON_00004650;;;Kaba ghayda;;;;;1;;;
LEXICON_00003765;;;Masak;"Mashak;Mashq";;;;0;;;
LEXICON_00004651;;;Muchosa;;;;;5;;;
LEXICON_00003768;;;Musette;;;;;35;;French;
LEXICON_00003769;;;Ney-e anban;Neyanban;;;;0;;;
LEXICON_00003771;;;Northumbrian pipe;;;;LEXICON_00006411;2;;;
LEXICON_00004652;;;Parkapzuk;;;;;2;;;
LEXICON_00003772;;;Phagotum;Phagotus;;;;0;;;
LEXICON_00004653;;;Piob mhor;;;;LEXICON_00006415;7;;;
LEXICON_00003773;;;Piva;;;;;0;;;
LEXICON_00004654;;;Säckpipa;;;;;1;;;
LEXICON_00004655;;;Shabr;Shapar;;;;2;;;
LEXICON_00006338;;;Shuvir;;;;LEXICON_00006519;0;;;
LEXICON_00004657;;;Shüvir;;;;;0;;;
LEXICON_00003774;;;Small-pipe;;;;LEXICON_00006411;1;;;
LEXICON_00006529;;;Svrljiske gajde;Svrlji_ke gajde;;;LEXICON_00006519;2;;;
LEXICON_00004658;;;Tsambouna;;;;;3;;;
LEXICON_00003775;;;Tulum;;;;;2;;;
LEXICON_00003777;;;Txistu;Chistua;;;;4;;Basque;
LEXICON_00003779;;;Union pipe;Uilleann pipe;;;LEXICON_00006413;5;;;
LEXICON_00003781;;;Veuze;;;;;0;;French;
LEXICON_00006530;;;Vlaske gajde;Vla_ke gajde;;;LEXICON_00006519;2;;;
LEXICON_00003782;;;Xirularru;;;;;0;;Basque;
LEXICON_00003783;;;Zampogna;;;;LEXICON_00006494;9;;Italian;
LEXICON_00003784;;;Zukra;Souqqarah;;;;4;;;
LEXICON_00003786;;Bassoons;;;;;;0;;;
LEXICON_00003787;;;Alto dulcian;;;;;4;;;
LEXICON_00003788;;;Alto fagotto;;;;LEXICON_00000318;2;;;
LEXICON_00003789;;;Bajon;;;;;1;;Spanish;
LEXICON_00003790;;;Bass dulcian;;;;;4;;;
LEXICON_00003791;;;Bass sordun;;;;LEXICON_00000317;0;;;
LEXICON_00003793;;;Basson d'amour;;;;;1;;French;
LEXICON_00003794;;;Bassonore;;;;LEXICON_00000318;1;;French;
LEXICON_00003795;;;Bassoon;;;;LEXICON_00000318;422;;;
LEXICON_00003796;;;Caledonica;;;;LEXICON_00000318;1;;;
LEXICON_00003797;;;Contrabass sordun;;;;LEXICON_00000317;0;;;
LEXICON_00003799;;;Contrebasse à anche;;;;LEXICON_00000318;2;;French;
LEXICON_00003800;;;Courtaut;"Kortholt;Sordone";;;;1;;French;
LEXICON_00003804;;;Double bassoon;Contrabassoon;;;LEXICON_00000318;45;;;
LEXICON_00003806;;;Dulcian;Curtal;;;;6;;;
LEXICON_00003807;;;Racket;;;;LEXICON_00000317;14;;;
LEXICON_00003808;;;Sarrusophone;;;;LEXICON_00000318;29;;;
LEXICON_00003810;;;Sordun;;;;LEXICON_00000317;5;;;
LEXICON_00003812;;;Tenor dulcian;;;;;2;;;
LEXICON_00003813;;;Tenoroon;"Basson quinte;Tenor bassoon";;;LEXICON_00000318;4;;;
LEXICON_00003817;;;Tritonikon;;;;;2;;;
LEXICON_00003818;;Bugles;;;;;;0;;;
LEXICON_00003819;;;Alto keyed bugle;;;;LEXICON_00006500;0;;;
LEXICON_00003820;;;Bass bugle;;;;"LEXICON_00000347;LEXICON_00002166";5;;;
LEXICON_00003821;;;Bersag horn;;;;LEXICON_00002164;2;;;
LEXICON_00003822;;;Bugle;;;;"LEXICON_00000344;LEXICON_00000347;LEXICON_00000358;LEXICON_00002164;LEXICON_00002169;LEXICON_00002170;LEXICON_00002168;LEXICON_00002160;LEXICON_00002161";156;;;
LEXICON_00003823;;;Keyed bugle;;;;LEXICON_00006500;89;;;
LEXICON_00003824;;;Sonorophone;;;;LEXICON_00002168;6;;;
LEXICON_00003825;;Bullroarers;;;;;LEXICON_00000241;0;;;
LEXICON_00006283;;;Balum;;;;LEXICON_00000241;6;;;
LEXICON_00003826;;;Bullroarer;;;;LEXICON_00000241;52;;;
LEXICON_00004659;;;Hor;;;;;1;;;
LEXICON_00006316;;;Peer boor egah;;;;LEXICON_00000241;5;;;
LEXICON_00003827;;Clarinets;;;;;;0;;;
LEXICON_00004165;;;Alboka;"Albogon;Albogue";;;LEXICON_00000328;5;;Basque;
LEXICON_00003828;;;Alto clarinet;;;;LEXICON_00000326;35;;;
LEXICON_00003829;;;Arghul;"Arghoul;Arghul el-kebyr;Arghul el-soghayr;Argul";;;LEXICON_00000328;21;;;
LEXICON_00003832;;;Bass clarinet;;;;LEXICON_00000326;83;;;
LEXICON_00003833;;;Basset clarinet;;;;LEXICON_00000326;4;;;
LEXICON_00003834;;;Basset horn;;;;LEXICON_00000326;97;;;
LEXICON_00005155;;;Bhujanga;;;;LEXICON_00000328;1;;;
LEXICON_00003835;;;Bilil;;;;;0;;;
LEXICON_00004666;;;Birbyne;;;;LEXICON_00000326;2;;;
LEXICON_00004667;;;Bryolka;Brielka;;;LEXICON_00000326;2;;;
LEXICON_00004579;;;Cana de millo;;;;;3;;;
LEXICON_00005173;;;Chinkuyo;;;;LEXICON_00000326;0;;;
LEXICON_00006286;;;Ciaramella;;;;LEXICON_00006519;3;;;
LEXICON_00003836;;;Clarinet;;;;LEXICON_00000326;2069;;;
LEXICON_00003837;;;Clarinette d'amour;Clarinet d'amour;;;LEXICON_00000326;30;;French;
LEXICON_00003838;;;Double clarinet;;;;LEXICON_00000328;44;;;
LEXICON_00005194;;;Dozale;;;;LEXICON_00000328;0;;;
LEXICON_00006293;;;Dudy Zywieckie;;;;LEXICON_00006519;1;;;
LEXICON_00004582;;;Erkencho;;;;LEXICON_00000324;2;;;
LEXICON_00005219;;;Ghongad;;;;LEXICON_00000328;2;;;
LEXICON_00003839;;;Great bass clarinet;Contrabass clarinet;;;LEXICON_00000326;10;;;
LEXICON_00006535;;;Hornpipe;;;;LEXICON_00000326;1;;;
LEXICON_00005685;;;Idioglot clarinet;;;;LEXICON_00000323;4;;;
LEXICON_00003841;;;Ken doi;Cai ken doi;;;;3;;;
LEXICON_00003843;;;Ken mot;Cai ken mot;;;;3;;;
LEXICON_00003845;;;Launeddas;;;;LEXICON_00000328;10;;;
LEXICON_00006310;;;Madoura;;;;LEXICON_00000326;1;;;
LEXICON_00004946;;;Makuti;;;;;1;;;
LEXICON_00006723;;;Martinstrompete;;;;;2;;;
LEXICON_00003848;;;Mijwiz;"Mizwig;Mizwij";;;;8;;;
LEXICON_00004313;;;Mizmar;;;;;16;;;
LEXICON_00004669;;;Olym shüvir;;;;LEXICON_00000326;4;;;
LEXICON_00004670;;;Pibgorn;;;;LEXICON_00000326;2;;;
LEXICON_00006778;;;Pungi;"Nag bin;Ponga;Pongi;Pugi;Punigi";;;;15;;;
LEXICON_00003849;;;Qoshnai;"Koshnai;Kushney;Qoshnay";;;;0;;;
LEXICON_00005331;;;Qurma;;;;LEXICON_00000328;12;;;
LEXICON_00004765;;;Reh-fiep;;;;LEXICON_00000327;2;;;
LEXICON_00006805;;;Sahunay;;;;LEXICON_00000327;0;;;
LEXICON_00006685;;;Scramia betu;;;;LEXICON_00000322;2;;;
LEXICON_00005756;;;Sigu bawa;Sigon arbawa;;;;1;;;
LEXICON_00004671;;;Skalmeye;;;;LEXICON_00000326;3;;;
LEXICON_00003853;;;Triple clarinet;;;;;1;;;
LEXICON_00006692;;;Trompet van Halle;;;;LEXICON_00000323;1;;;
LEXICON_00004672;;;Xeremia;Cheremia;;;LEXICON_00006414;2;;;
LEXICON_00006035;;;Zamr;;;;LEXICON_00000328;2;;;
LEXICON_00004675;;;Zhaleyka;Galeika;;;;4;;;
LEXICON_00003856;;;Zummara;"Zumara;Zumarra;Zummarâh";;;LEXICON_00000328;29;;;
LEXICON_00003859;;Cornets;;;;;;0;;;
LEXICON_00003860;;;Cornet;;;;LEXICON_00002169;288;;;
LEXICON_00003861;;;Cornopean;;;;LEXICON_00002169;10;;;
LEXICON_00003862;;;Echo cornet;;;;LEXICON_00002169;3;;English;
LEXICON_00003863;;;Mellophone;Tenor cor;;;LEXICON_00002168;3;;;
LEXICON_00003866;;Cornetts;;;;;;0;;;
LEXICON_00003867;;;Bass cornett;;;;;0;;;
LEXICON_00003868;;;Cornett;;;;LEXICON_00000354;192;;;
LEXICON_00003869;;;Cornettino;;;;LEXICON_00000354;7;;;
LEXICON_00003871;;;Mute cornett;;;;;27;;;
LEXICON_00003872;;;Straight cornett;;;;;5;;;
LEXICON_00003873;;;Tenor cornett;;;;;0;;;
LEXICON_00003874;;;Treble cornett;;;;;1;;;
LEXICON_00003875;;Flugelhorns;;;;;;0;;;
LEXICON_00003876;;;Alto flugelhorn;Tenor horn;;;LEXICON_00002168;48;;;
LEXICON_00003878;;;Baritone flugelhorn;;;;;10;;;
LEXICON_00003880;;;Bass flugelhorn;;;;LEXICON_00002165;0;;;
LEXICON_00003881;;;Flugelhorn;Fiscorno;;;LEXICON_00002164;114;;;
LEXICON_00003882;;;Soprano flugelhorn;;;;LEXICON_00002164;5;;;
LEXICON_00003883;;Flutes;;;;;;0;;;
LEXICON_00004916;;;Alamoru;;;;;1;;;
LEXICON_00003884;;;Algoja;Algoza;;;LEXICON_00000290;1;;;
LEXICON_00003886;;;Alto flute;;;;LEXICON_00000268;0;;;
LEXICON_00005141;;;Alto malta;;;;LEXICON_00000263;0;;;
LEXICON_00006625;;;Alto recorder;;;;LEXICON_00000293;49;;;
LEXICON_00003888;;;Anata;"Tarca;Tarka;Taruma;Turuma";;;LEXICON_00000290;47;;;
LEXICON_00004573;;;Antara;;;;LEXICON_00000262;10;;;
LEXICON_00005419;;;Au'taka'iori;Au'taka'ioro;;;;0;;;
LEXICON_00005465;;;Baju malta;;;;LEXICON_00000263;0;;;
LEXICON_00003893;;;Bamboo pipe;;;;LEXICON_00000293;62;;;
LEXICON_00004984;;;Bangdi;Bang-di;;;;2;;;
LEXICON_00006820;;;Bangsi;Bangsiq;;;LEXICON_00000285;2;;;
LEXICON_00005151;;;Bansari;;;;LEXICON_00000268;0;;;
LEXICON_00004824;;;Bark flute;;;;LEXICON_00000295;18;;;
LEXICON_00003894;;;Basi;"Bansi;Basli";;;LEXICON_00000290;5;;;
LEXICON_00003897;;;Bass flute;;;;LEXICON_00000268;8;;;
LEXICON_00003898;;;Bass recorder;;;;LEXICON_00000293;47;;;
LEXICON_00003899;;;Basset recorder;;;;LEXICON_00000293;18;;;
LEXICON_00003900;;;Basuri;"Bamsuri;Bans;Bansri;Bansuri;Basri";;;LEXICON_00000268;2;;;
LEXICON_00005153;;;Belobat pendek;;;;;0;;;
LEXICON_00004550;;;Bil;;;;LEXICON_00000255;2;;;
LEXICON_00005682;;;Bird whistle;;;;;176;;;
LEXICON_00003906;;;Boatswain's call;"Bos'n's pipe;Bosun's call";;;;2;;English;
LEXICON_00005161;;;Bülbül;;;;LEXICON_00000301;0;;;
LEXICON_00003909;;;Cane flute;"Flauta de cana;Walking-stick flute";;;LEXICON_00000293;38;;;
LEXICON_00005165;;;Carrizo;;;;LEXICON_00000258;0;;;
LEXICON_00004703;;;Caval;;;;LEXICON_00000253;3;;;
LEXICON_00006126;;;Cetirnice;;;;LEXICON_00000308;1;;;
LEXICON_00004600;;;Charka;;;;LEXICON_00000290;2;;;
LEXICON_00003911;;;Chi;"Chia-chong-che;Hwang-chong-che;Ji";;;LEXICON_00000266;8;;;
LEXICON_00005171;;;Chiba;;;;;1;;;
LEXICON_00005172;;;Ch'ili;;;;;0;;;
LEXICON_00006828;;;Choor;;;;LEXICON_00000249;0;;;
LEXICON_00005176;;;Chunggum;;;;;1;;;
LEXICON_00003914;;;Ciritma;Cigirtma;;;;1;;;
LEXICON_00003956;;;Columnar recorder;Columnar flute;;;LEXICON_00000280;9;;French;
LEXICON_00003916;;;Cuckoo;;;;"LEXICON_00000299;LEXICON_00000303";9;;;
LEXICON_00005711;;;Cura kaval;;;;;1;;;
LEXICON_00004704;;;Curlika;"Curlika;Tschurlika";;;LEXICON_00000293;2;;;
LEXICON_00004706;;;Cwène;;;;LEXICON_00000293;2;;;
LEXICON_00006510;;;Czakan;"Csakan;Csakany";;;;13;;;
LEXICON_00004825;;;Darvyra;;;;LEXICON_00000253;3;;;
LEXICON_00003917;;;Denena;;;;;3;;Ouldeme;
LEXICON_00003918;;;Descant recorder;;;;LEXICON_00000293;30;;;
LEXICON_00003919;;;Di;"Didse;Di-Dsö;Dizi;Duandi;Hengdi;Ti;Ti-tse;Ti-tzu;Ty";;;LEXICON_00000268;79;;;
LEXICON_00005193;;;Dilli-kaval;;;;;0;;;
LEXICON_00003926;;;Djaouak;;;;LEXICON_00000293;7;;Arabic;
LEXICON_00003927;;;Djouak;;;;LEXICON_00000253;4;;;
LEXICON_00003928;;;Dongxiao;;;;LEXICON_00005630;1;;;
LEXICON_00003929;;;Double flageolet;;;;LEXICON_00000308;40;;;
LEXICON_00003930;;;Double flute;Double duct flute;;;;61;;;
LEXICON_00003932;;;Duct flute;;;;"LEXICON_00000280;LEXICON_00000293";875;;;
LEXICON_00003933;;;Duduk;"Balaban;Doudouk";;;LEXICON_00000293;16;;;
LEXICON_00003936;;;Dulali;;;;;2;;;
LEXICON_00006127;;;Dul-ming;;;;LEXICON_00000253;2;;;
LEXICON_00004707;;;Dvodentssivka;;;;LEXICON_00000308;0;;;
LEXICON_00005413;;;Dvojanka;Dvokacka;;;LEXICON_00000305;1;;;
