Id;URI;Thesaurus;Instrument Family;Instrument Group;Instrument;Synonyms;URI Wikipedia;Remarks
LEXICON_00005174;http://www.mimo-db.eu/InstrumentsKeywords/5174;;;;Chinzumana;;;
LEXICON_00005192;http://www.mimo-db.eu/InstrumentsKeywords/5192;;;;Dibhinda;;;
LEXICON_00005205;http://www.mimo-db.eu/InstrumentsKeywords/5205;;;;Gabbang;;http://en.wikipedia.org/wiki/Gabbang;
LEXICON_00005206;http://www.mimo-db.eu/InstrumentsKeywords/5206;;;;Garantung;;;
LEXICON_00005224;http://www.mimo-db.eu/InstrumentsKeywords/5224;;;;Grantang;;;
LEXICON_00005313;http://www.mimo-db.eu/InstrumentsKeywords/5313;;;;Pat-tala;Pattala;http://en.wikipedia.org/wiki/Pattala;synonyme
LEXICON_00005340;http://www.mimo-db.eu/InstrumentsKeywords/5340;;;;Sanje;;;
LEXICON_00005658;http://www.mimo-db.eu/InstrumentsKeywords/5658;;;;Calon;;;
LEXICON_00005702;http://www.mimo-db.eu/InstrumentsKeywords/5702;;;Drum set;;;http://en.wikipedia.org/wiki/Drum_set;A vérifier
LEXICON_00005703;http://www.mimo-db.eu/InstrumentsKeywords/5703;;;;Drum set;;http://en.wikipedia.org/wiki/Drum_set;A vérifier
LEXICON_00003101;http://www.mimo-db.eu/InstrumentsKeywords/3101;;Stringed instruments;;;Strings;http://en.wikipedia.org/wiki/Stringed_instruments;
LEXICON_00003102;http://www.mimo-db.eu/InstrumentsKeywords/3102;;;Citterns;;;http://en.wikipedia.org/wiki/Citterns;
LEXICON_00003103;http://www.mimo-db.eu/InstrumentsKeywords/3103;;;;Arch harp-lute;;;
LEXICON_00003104;http://www.mimo-db.eu/InstrumentsKeywords/3104;;;;Archcittern;;;
LEXICON_00003105;http://www.mimo-db.eu/InstrumentsKeywords/3105;;;;Ceterone;;http://en.wikipedia.org/wiki/Ceterone;
LEXICON_00003106;http://www.mimo-db.eu/InstrumentsKeywords/3106;;;;Cittern;;http://en.wikipedia.org/wiki/Cittern;
LEXICON_00003107;http://www.mimo-db.eu/InstrumentsKeywords/3107;;;;English guitar;"Guitarra;Guittar";http://en.wikipedia.org/wiki/English_guitar;
LEXICON_00004925;http://www.mimo-db.eu/InstrumentsKeywords/4925;;;;Cithrinchen;;;
LEXICON_00003108;http://www.mimo-db.eu/InstrumentsKeywords/3108;;;Double basses;;;http://en.wikipedia.org/wiki/Double_basses;
LEXICON_00003109;http://www.mimo-db.eu/InstrumentsKeywords/3109;;;;Bass new violin;;;
LEXICON_00003111;http://www.mimo-db.eu/InstrumentsKeywords/3111;;;;Double bass;;http://en.wikipedia.org/wiki/Double_bass;
LEXICON_00003112;http://www.mimo-db.eu/InstrumentsKeywords/3112;;;;Octobass;;http://en.wikipedia.org/wiki/Octobass;
LEXICON_00004677;http://www.mimo-db.eu/InstrumentsKeywords/4677;;;;Gorduna;;;
LEXICON_00003113;http://www.mimo-db.eu/InstrumentsKeywords/3113;;;Fiddles;;;http://en.wikipedia.org/wiki/Fiddles;
LEXICON_00003114;http://www.mimo-db.eu/InstrumentsKeywords/3114;;;;Banam;;;
LEXICON_00003115;http://www.mimo-db.eu/InstrumentsKeywords/3115;;;;Banhu;"Pan-hu;Yehu";http://en.wikipedia.org/wiki/Banhu;
LEXICON_00003117;http://www.mimo-db.eu/InstrumentsKeywords/3117;;;;Basetlya;"Bas;Basolya";;
LEXICON_00003120;http://www.mimo-db.eu/InstrumentsKeywords/3120;;;;Bowed zither;Streichzither;;
LEXICON_00003121;http://www.mimo-db.eu/InstrumentsKeywords/3121;;;;Broanca;;;
LEXICON_00003122;http://www.mimo-db.eu/InstrumentsKeywords/3122;;;;Chizeze;;;
LEXICON_00003123;http://www.mimo-db.eu/InstrumentsKeywords/3123;;;;Cikara;Chikara;;
LEXICON_00003125;http://www.mimo-db.eu/InstrumentsKeywords/3125;;;;Dan co;;;
LEXICON_00003126;http://www.mimo-db.eu/InstrumentsKeywords/3126;;;;Dan gao;;http://en.wikipedia.org/wiki/Dan_gao;
LEXICON_00003127;http://www.mimo-db.eu/InstrumentsKeywords/3127;;;;Dan nhi;"Cai nhi;Câi-nhi;Dou-co";http://en.wikipedia.org/wiki/Dan_nhi;
LEXICON_00003128;http://www.mimo-db.eu/InstrumentsKeywords/3128;;;;Dilruba;"Mayuri;Taus;Ta'us";http://en.wikipedia.org/wiki/Taus_(instrument);synonyme
LEXICON_00003131;http://www.mimo-db.eu/InstrumentsKeywords/3131;;;;Dra;Dra che;;
LEXICON_00003132;http://www.mimo-db.eu/InstrumentsKeywords/3132;;;;Endingidi;"Endingedi;Ndingidi";http://en.wikipedia.org/wiki/Endingidi;
LEXICON_00003134;http://www.mimo-db.eu/InstrumentsKeywords/3134;;;;Erhu;"Dahu;Gaohu;Nanhu;Örchu;Zhonghu";http://en.wikipedia.org/wiki/Erhu;
LEXICON_00003139;http://www.mimo-db.eu/InstrumentsKeywords/3139;;;;Erxian;;http://en.wikipedia.org/wiki/Erxian;
LEXICON_00003140;http://www.mimo-db.eu/InstrumentsKeywords/3140;;;;Esraj;Esrar;http://en.wikipedia.org/wiki/Esraj;
LEXICON_00003142;http://www.mimo-db.eu/InstrumentsKeywords/3142;;;;Fiddle;;http://en.wikipedia.org/wiki/Fiddle;
LEXICON_00003143;http://www.mimo-db.eu/InstrumentsKeywords/3143;;;;Gadulka;Goudoulka;http://en.wikipedia.org/wiki/Gadulka;
LEXICON_00003145;http://www.mimo-db.eu/InstrumentsKeywords/3145;;;;Ghichak;"Gidzhak;Gijak";http://en.wikipedia.org/wiki/Ghichak;
LEXICON_00003148;http://www.mimo-db.eu/InstrumentsKeywords/3148;;;;Ghugha;Gougue;;
LEXICON_00003150;http://www.mimo-db.eu/InstrumentsKeywords/3150;;;;Gigue;;;
LEXICON_00003151;http://www.mimo-db.eu/InstrumentsKeywords/3151;;;;Gusle;Gusla;http://en.wikipedia.org/wiki/Gusle;
LEXICON_00003154;http://www.mimo-db.eu/InstrumentsKeywords/3154;;;;Hardanger fiddle;Hardingfele;http://en.wikipedia.org/wiki/Hardanger_fiddle;
LEXICON_00003156;http://www.mimo-db.eu/InstrumentsKeywords/3156;;;;Huqin;"Hu kin;Huchin;Hu-Tjin;Ti-kin;Tiqin";http://en.wikipedia.org/wiki/Huqin;
LEXICON_00003158;http://www.mimo-db.eu/InstrumentsKeywords/3158;;;;Imzad;"Amzad;Anzad;Inzad";http://en.wikipedia.org/wiki/Imzad;
LEXICON_00003162;http://www.mimo-db.eu/InstrumentsKeywords/3162;;;;Jinghu;"Erh-hsien;Hu-ch'in;Hu-hu;Ur-heen";http://en.wikipedia.org/wiki/Jinghu_(instrument);
LEXICON_00003166;http://www.mimo-db.eu/InstrumentsKeywords/3166;;;;Kamaica;"Kamaika;Kamayacha";;
LEXICON_00003169;http://www.mimo-db.eu/InstrumentsKeywords/3169;;;;Kamanche;"Kamancha;k'amancha;Kamanche aguz;Kamanttcha;Kemanche;Kemangeh;Kemenche";http://en.wikipedia.org/wiki/Kamanche;A vérifier
LEXICON_00003175;http://www.mimo-db.eu/InstrumentsKeywords/3175;;;;Kementses;Pondyaki lyra;;
LEXICON_00003177;http://www.mimo-db.eu/InstrumentsKeywords/3177;;;;Kiiki;;;
LEXICON_00003178;http://www.mimo-db.eu/InstrumentsKeywords/3178;;;;Kokyu;Kokiu;http://en.wikipedia.org/wiki/Koky%C5%AB;
LEXICON_00003180;http://www.mimo-db.eu/InstrumentsKeywords/3180;;;;Kundye;;;
LEXICON_00003181;http://www.mimo-db.eu/InstrumentsKeywords/3181;;;;Lira da braccio;Lyre de bras;http://en.wikipedia.org/wiki/Lira_da_braccio;
LEXICON_00003183;http://www.mimo-db.eu/InstrumentsKeywords/3183;;;;Lirone;Lira da gamba;http://en.wikipedia.org/wiki/Lirone;
LEXICON_00003185;http://www.mimo-db.eu/InstrumentsKeywords/3185;;;;Lokanga;;http://en.wikipedia.org/wiki/Lokanga_bara;A vérifier
LEXICON_00003186;http://www.mimo-db.eu/InstrumentsKeywords/3186;;;;Lira;"Kemence;Lyra";http://en.wikipedia.org/wiki/Lira_(instrument);
LEXICON_00003188;http://www.mimo-db.eu/InstrumentsKeywords/3188;;;;Masenqo;"Masinko;Masinqo;Massaneqo";http://en.wikipedia.org/wiki/Masenqo;
LEXICON_00003193;http://www.mimo-db.eu/InstrumentsKeywords/3193;;;;Nyckelharpa;;http://en.wikipedia.org/wiki/Nyckelharpa;
LEXICON_00003194;http://www.mimo-db.eu/InstrumentsKeywords/3194;;;;One-string fiddle;Monochord fiddle;;
LEXICON_00003195;http://www.mimo-db.eu/InstrumentsKeywords/3195;;;;Qobuz;"Kiak;Kobuz";http://en.wikipedia.org/wiki/Qobuz;
LEXICON_00003198;http://www.mimo-db.eu/InstrumentsKeywords/3198;;;;Rabab;Rebab;http://en.wikipedia.org/wiki/Rabab;
LEXICON_00003200;http://www.mimo-db.eu/InstrumentsKeywords/3200;;;;Ravanhattha;Ravanhatha;http://en.wikipedia.org/wiki/Ravanahatha;A vérifier
LEXICON_00003202;http://www.mimo-db.eu/InstrumentsKeywords/3202;;;;Rebec;;http://en.wikipedia.org/wiki/Rebec;
LEXICON_00003203;http://www.mimo-db.eu/InstrumentsKeywords/3203;;;;Ruudga;;;
LEXICON_00003204;http://www.mimo-db.eu/InstrumentsKeywords/3204;;;;Sarangi;"Harangi;Sarang";http://en.wikipedia.org/wiki/Sarangi;
LEXICON_00003207;http://www.mimo-db.eu/InstrumentsKeywords/3207;;;;Sarinda;"Qeychak;Sorud;Soruz";http://en.wikipedia.org/wiki/Sarinda;
LEXICON_00003211;http://www.mimo-db.eu/InstrumentsKeywords/3211;;;;Sihu;"Sichu;Ssu-hu;Sze hou hsien";http://en.wikipedia.org/wiki/Sihu_(instrument);A vérifier
LEXICON_00003214;http://www.mimo-db.eu/InstrumentsKeywords/3214;;;;So duang;"Saw duang;Saw-dorang";http://en.wikipedia.org/wiki/Saw_duang;
LEXICON_00003216;http://www.mimo-db.eu/InstrumentsKeywords/3216;;;;So sam sai;Saw-tai;http://en.wikipedia.org/wiki/Saw_sam_sai;A vérifier
LEXICON_00003218;http://www.mimo-db.eu/InstrumentsKeywords/3218;;;;So u;"Saw oo;Saw u";http://en.wikipedia.org/wiki/Saw_u;synonyme
LEXICON_00003220;http://www.mimo-db.eu/InstrumentsKeywords/3220;;;;Träskofiol;;;
LEXICON_00003221;http://www.mimo-db.eu/InstrumentsKeywords/3221;;;;Umkiki;;;
LEXICON_00003222;http://www.mimo-db.eu/InstrumentsKeywords/3222;;;;Yehu;Jehu;http://en.wikipedia.org/wiki/Yehu;
LEXICON_00003223;http://www.mimo-db.eu/InstrumentsKeywords/3223;;;;Zhonghu;;http://en.wikipedia.org/wiki/Zhonghu;
LEXICON_00003396;http://www.mimo-db.eu/InstrumentsKeywords/3396;;;;Mamokhorong;;;
LEXICON_00003412;http://www.mimo-db.eu/InstrumentsKeywords/3412;;;;Pi-bang;;;
LEXICON_00003506;http://www.mimo-db.eu/InstrumentsKeywords/3506;;;;Rababa;"Booga;Rebaba";http://en.wikipedia.org/wiki/Rababa;A vérifier
LEXICON_00004700;http://www.mimo-db.eu/InstrumentsKeywords/4700;;;;Huibe;;;
LEXICON_00004701;http://www.mimo-db.eu/InstrumentsKeywords/4701;;;;Kemençe;Fasil kemençe;http://en.wikipedia.org/wiki/Kemen%C3%A7e;
LEXICON_00004809;http://www.mimo-db.eu/InstrumentsKeywords/4809;;;;Horn fiddle;;;
LEXICON_00004822;http://www.mimo-db.eu/InstrumentsKeywords/4822;;;;Guslica;Guslitza;;
LEXICON_00004891;http://www.mimo-db.eu/InstrumentsKeywords/4891;;;;Ta'us;;;
LEXICON_00004934;http://www.mimo-db.eu/InstrumentsKeywords/4934;;;;Goge;;;
LEXICON_00004937;http://www.mimo-db.eu/InstrumentsKeywords/4937;;;;Igil;;http://en.wikipedia.org/wiki/Igil;
LEXICON_00004944;http://www.mimo-db.eu/InstrumentsKeywords/4944;;;;Lahute;;http://en.wikipedia.org/wiki/Lahute;
LEXICON_00005008;http://www.mimo-db.eu/InstrumentsKeywords/5008;;;;Nisen;;;
LEXICON_00005143;http://www.mimo-db.eu/InstrumentsKeywords/5143;;;;Arbab;;;
LEXICON_00005228;http://www.mimo-db.eu/InstrumentsKeywords/5228;;;;Haegum;;http://en.wikipedia.org/wiki/Haegum;
LEXICON_00005388;http://www.mimo-db.eu/InstrumentsKeywords/5388;;;;Tarawangsa;;;
LEXICON_00005389;http://www.mimo-db.eu/InstrumentsKeywords/5389;;;;Tro u;;http://en.wikipedia.org/wiki/Tro_u;
LEXICON_00005759;http://www.mimo-db.eu/InstrumentsKeywords/5759;;;;Morin khuur;Morin huur;http://en.wikipedia.org/wiki/Morin_khuur;
LEXICON_00006119;http://www.mimo-db.eu/InstrumentsKeywords/6119;;;;Ardanuchi;;;
LEXICON_00006632;http://www.mimo-db.eu/InstrumentsKeywords/6632;;;;Bladder fiddle;;http://en.wikipedia.org/wiki/Bladder_fiddle;
LEXICON_00006678;http://www.mimo-db.eu/InstrumentsKeywords/6678;;;;Spike fiddle;;;
LEXICON_00006698;http://www.mimo-db.eu/InstrumentsKeywords/6698;;;;Braci;;;
LEXICON_00006699;http://www.mimo-db.eu/InstrumentsKeywords/6699;;;;Bracsa;;;
LEXICON_00006700;http://www.mimo-db.eu/InstrumentsKeywords/6700;;;;Clog fiddle;;;
LEXICON_00006721;http://www.mimo-db.eu/InstrumentsKeywords/6721;;;;Katjapi;;;
LEXICON_00006802;http://www.mimo-db.eu/InstrumentsKeywords/6802;;;;Kutet;;;
LEXICON_00006817;http://www.mimo-db.eu/InstrumentsKeywords/6817;;;;Cimboa;;http://en.wikipedia.org/wiki/Cimboa;
LEXICON_00003224;http://www.mimo-db.eu/InstrumentsKeywords/3224;;;Guitars;;;;
LEXICON_00003225;http://www.mimo-db.eu/InstrumentsKeywords/3225;;;;Arpi-guitare;;;
LEXICON_00003226;http://www.mimo-db.eu/InstrumentsKeywords/3226;;;;Banjo;Banza;http://en.wikipedia.org/wiki/Banjo;
LEXICON_00003228;http://www.mimo-db.eu/InstrumentsKeywords/3228;;;;Banjo-mandolin;;http://en.wikipedia.org/wiki/Mandolin-banjo;
LEXICON_00003229;http://www.mimo-db.eu/InstrumentsKeywords/3229;;;;Banjulele;;http://en.wikipedia.org/wiki/Banjulele;A vérifier
LEXICON_00003230;http://www.mimo-db.eu/InstrumentsKeywords/3230;;;;Bass guitar;;http://en.wikipedia.org/wiki/Bass_guitar;
LEXICON_00003231;http://www.mimo-db.eu/InstrumentsKeywords/3231;;;;Bissex;;;
LEXICON_00003232;http://www.mimo-db.eu/InstrumentsKeywords/3232;;;;Cavaquinho;;http://en.wikipedia.org/wiki/Cavaquinho;
LEXICON_00003233;http://www.mimo-db.eu/InstrumentsKeywords/3233;;;;Chitarra battente;;http://en.wikipedia.org/wiki/Chitarra_battente;
LEXICON_00003234;http://www.mimo-db.eu/InstrumentsKeywords/3234;;;;Dobro;;http://en.wikipedia.org/wiki/Dobro;
LEXICON_00003235;http://www.mimo-db.eu/InstrumentsKeywords/3235;;;;Electric bass guitar;;http://en.wikipedia.org/wiki/Electric_bass_guitar;A vérifier
LEXICON_00003236;http://www.mimo-db.eu/InstrumentsKeywords/3236;;;;Electric guitar;;http://en.wikipedia.org/wiki/Electric_guitar;
LEXICON_00003237;http://www.mimo-db.eu/InstrumentsKeywords/3237;;;;Guitar;Violao;http://en.wikipedia.org/wiki/Guitar;
LEXICON_00003238;http://www.mimo-db.eu/InstrumentsKeywords/3238;;;;Guitarron;;http://en.wikipedia.org/wiki/Guitarron;A vérifier
LEXICON_00003239;http://www.mimo-db.eu/InstrumentsKeywords/3239;;;;Harp-guitar;;http://en.wikipedia.org/wiki/Harp-guitar;
LEXICON_00003241;http://www.mimo-db.eu/InstrumentsKeywords/3241;;;;Harp-lyre;;;
LEXICON_00003242;http://www.mimo-db.eu/InstrumentsKeywords/3242;;;;Hawaiian guitar;Steel guitar;http://en.wikipedia.org/wiki/Lap_steel_guitar;A vérifier
LEXICON_00003244;http://www.mimo-db.eu/InstrumentsKeywords/3244;;;;Jarana;;http://en.wikipedia.org/wiki/Jarana;A vérifier
LEXICON_00003245;http://www.mimo-db.eu/InstrumentsKeywords/3245;;;;Lute-guitar;;http://en.wikipedia.org/wiki/Lute_guitar;
LEXICON_00003247;http://www.mimo-db.eu/InstrumentsKeywords/3247;;;;Lyre guitar;;http://en.wikipedia.org/wiki/Lyre-guitar;
LEXICON_00003248;http://www.mimo-db.eu/InstrumentsKeywords/3248;;;;Machete;;http://en.wikipedia.org/wiki/Machete_(musical_instrument);
LEXICON_00003249;http://www.mimo-db.eu/InstrumentsKeywords/3249;;;;Portuguese guitar;;http://en.wikipedia.org/wiki/Portuguese_guitar;
LEXICON_00003250;http://www.mimo-db.eu/InstrumentsKeywords/3250;;;;Ukulele;Ukelele;http://en.wikipedia.org/wiki/Ukulele;
LEXICON_00003252;http://www.mimo-db.eu/InstrumentsKeywords/3252;;;;Vihuela;;http://en.wikipedia.org/wiki/Vihuela;
LEXICON_00004616;http://www.mimo-db.eu/InstrumentsKeywords/4616;;;;Requinto;;http://en.wikipedia.org/wiki/Requinto;
LEXICON_00004742;http://www.mimo-db.eu/InstrumentsKeywords/4742;;;;Braguinho;;http://en.wikipedia.org/wiki/Braguinho;A vérifier (page Cavaquinho)
LEXICON_00004743;http://www.mimo-db.eu/InstrumentsKeywords/4743;;;;Cavaco;;http://en.wikipedia.org/wiki/Cavaco;A vérifier (page Cavaquinho)
LEXICON_00004833;http://www.mimo-db.eu/InstrumentsKeywords/4833;;;;Viola d'arame;Viola de arame;http://en.wikipedia.org/wiki/Viola_de_arame;synonyme
LEXICON_00004927;http://www.mimo-db.eu/InstrumentsKeywords/4927;;;;Cuatro;;http://en.wikipedia.org/wiki/Cuatro_(instrument);
LEXICON_00005390;http://www.mimo-db.eu/InstrumentsKeywords/5390;;;;Viola de cocho;;http://en.wikipedia.org/wiki/Viola_de_cocho;
LEXICON_00005727;http://www.mimo-db.eu/InstrumentsKeywords/5727;;;;Terz guitar;;http://en.wikipedia.org/wiki/Terz_guitar;
LEXICON_00006064;http://www.mimo-db.eu/InstrumentsKeywords/6064;;;;Decacord;;;
LEXICON_00006116;http://www.mimo-db.eu/InstrumentsKeywords/6116;;;;Alto guitar;;http://en.wikipedia.org/wiki/Alto_guitar;A vérifier
LEXICON_00006117;http://www.mimo-db.eu/InstrumentsKeywords/6117;;;;Guitar mandolin;;;
LEXICON_00006536;http://www.mimo-db.eu/InstrumentsKeywords/6536;;;;Double guitar;;http://en.wikipedia.org/wiki/Double_guitar;A vérifier
LEXICON_00003254;http://www.mimo-db.eu/InstrumentsKeywords/3254;;;Harp-lutes / Koras;;;;
LEXICON_00003255;http://www.mimo-db.eu/InstrumentsKeywords/3255;;;;Harp-lute;Har-lute;http://en.wikipedia.org/wiki/Harp_lute;
LEXICON_00003257;http://www.mimo-db.eu/InstrumentsKeywords/3257;;;;Kasso;;;
LEXICON_00003258;http://www.mimo-db.eu/InstrumentsKeywords/3258;;;;Kora;Cora;http://en.wikipedia.org/wiki/Kora_(instrument);
LEXICON_00003260;http://www.mimo-db.eu/InstrumentsKeywords/3260;;;;Kori;;;
LEXICON_00003261;http://www.mimo-db.eu/InstrumentsKeywords/3261;;;;Soron;;;
LEXICON_00003262;http://www.mimo-db.eu/InstrumentsKeywords/3262;;;;Donsonkoni;"Donsongoni;Dunsukoni";;
LEXICON_00003300;http://www.mimo-db.eu/InstrumentsKeywords/3300;;;;Sarong;;;
LEXICON_00003303;http://www.mimo-db.eu/InstrumentsKeywords/3303;;;;Simbing;;;
LEXICON_00005350;http://www.mimo-db.eu/InstrumentsKeywords/5350;;;;Seperewa;;;
LEXICON_00003265;http://www.mimo-db.eu/InstrumentsKeywords/3265;;;Harps;;;http://en.wikipedia.org/wiki/Harps;
LEXICON_00003266;http://www.mimo-db.eu/InstrumentsKeywords/3266;;;;Arched harp;;;
LEXICON_00003267;http://www.mimo-db.eu/InstrumentsKeywords/3267;;;;Ardin;;;
LEXICON_00003268;http://www.mimo-db.eu/InstrumentsKeywords/3268;;;;Bolo bogo;;;
LEXICON_00003269;http://www.mimo-db.eu/InstrumentsKeywords/3269;;;;Bolon;"Bolombata;Bolombato;Bolumbata";http://en.wikipedia.org/wiki/Bolon_(musical_instrument);
LEXICON_00003273;http://www.mimo-db.eu/InstrumentsKeywords/3273;;;;Chang;;http://en.wikipedia.org/wiki/Chang_(instrument);
LEXICON_00003274;http://www.mimo-db.eu/InstrumentsKeywords/3274;;;;Chromatic harp;;http://en.wikipedia.org/wiki/Harp#Inline_chromatic_harp;A vérifier (section page harp)
LEXICON_00003275;http://www.mimo-db.eu/InstrumentsKeywords/3275;;;;Clarsach;;http://en.wikipedia.org/wiki/Clarsach;A vérifier (page Celtic harp)
LEXICON_00003276;http://www.mimo-db.eu/InstrumentsKeywords/3276;;;;Diatonic harp;;;
LEXICON_00003277;http://www.mimo-db.eu/InstrumentsKeywords/3277;;;;Dital harp;;http://en.wikipedia.org/wiki/Dital_harp;
LEXICON_00003278;http://www.mimo-db.eu/InstrumentsKeywords/3278;;;;Domo;Domu;;
LEXICON_00003280;http://www.mimo-db.eu/InstrumentsKeywords/3280;;;;Ennanga;"Adungu;Opuk agoya";http://en.wikipedia.org/wiki/Ennanga;A vérifier (page African harp)
LEXICON_00003283;http://www.mimo-db.eu/InstrumentsKeywords/3283;;;;Ground harp;Ground bow;;
LEXICON_00003285;http://www.mimo-db.eu/InstrumentsKeywords/3285;;;;Harp;Pedal harp;http://en.wikipedia.org/wiki/Harps;
LEXICON_00003286;http://www.mimo-db.eu/InstrumentsKeywords/3286;;;;Irish harp;;http://en.wikipedia.org/wiki/Irish_harp;A vérifier
LEXICON_00003288;http://www.mimo-db.eu/InstrumentsKeywords/3288;;;;Kinde;;;
LEXICON_00003289;http://www.mimo-db.eu/InstrumentsKeywords/3289;;;;Kundi;"Kondi;Kondo;Nanga";;
LEXICON_00003293;http://www.mimo-db.eu/InstrumentsKeywords/3293;;;;Kwarnda;;;
LEXICON_00003294;http://www.mimo-db.eu/InstrumentsKeywords/3294;;;;Nedomu;Nedumu;;
LEXICON_00003296;http://www.mimo-db.eu/InstrumentsKeywords/3296;;;;Ngombi;Wambi;;
LEXICON_00003298;http://www.mimo-db.eu/InstrumentsKeywords/3298;;;;Ombi;;;
LEXICON_00003299;http://www.mimo-db.eu/InstrumentsKeywords/3299;;;;Para;;;
LEXICON_00003301;http://www.mimo-db.eu/InstrumentsKeywords/3301;;;;Saung-gauk;"Saung;Soung";http://en.wikipedia.org/wiki/Saung-gauk;
LEXICON_00004936;http://www.mimo-db.eu/InstrumentsKeywords/4936;;;;Hook harp;;;
LEXICON_00005163;http://www.mimo-db.eu/InstrumentsKeywords/5163;;;;C'angi;;;
LEXICON_00005392;http://www.mimo-db.eu/InstrumentsKeywords/5392;;;;Waji;;http://en.wikipedia.org/wiki/Kafir_harp;A vérifier
LEXICON_00005393;http://www.mimo-db.eu/InstrumentsKeywords/5393;;;;Wa-konghu;;;
LEXICON_00005856;http://www.mimo-db.eu/InstrumentsKeywords/5856;;;;Spike harp;;;
LEXICON_00006807;http://www.mimo-db.eu/InstrumentsKeywords/6807;;;;Kin;;http://en.wikipedia.org/wiki/Kinnor;A vérifier
LEXICON_00003304;http://www.mimo-db.eu/InstrumentsKeywords/3304;;;Hurdy-gurdies;;;;
LEXICON_00003305;http://www.mimo-db.eu/InstrumentsKeywords/3305;;;;Hurdy-gurdy;Ghironda;http://en.wikipedia.org/wiki/Hurdy-gurdies;
LEXICON_00003308;http://www.mimo-db.eu/InstrumentsKeywords/3308;;;;Lira organizzata;;;
LEXICON_00003309;http://www.mimo-db.eu/InstrumentsKeywords/3309;;;;Organistrum;;http://en.wikipedia.org/wiki/Organistrum;
LEXICON_00003310;http://www.mimo-db.eu/InstrumentsKeywords/3310;;;;Orpheon;;;
LEXICON_00003311;http://www.mimo-db.eu/InstrumentsKeywords/3311;;;;Sanfona;Zanfona;http://en.wikipedia.org/wiki/Zanfona;A vérifier
LEXICON_00004745;http://www.mimo-db.eu/InstrumentsKeywords/4745;;;;Tekerö;Tekero;;
LEXICON_00003313;http://www.mimo-db.eu/InstrumentsKeywords/3313;;;Lutes;;;http://en.wikipedia.org/wiki/Lutes;
LEXICON_00003314;http://www.mimo-db.eu/InstrumentsKeywords/3314;;;;Angel lute;Angelica;http://en.wikipedia.org/wiki/Ang%C3%A9lique_(instrument);A vérifier
LEXICON_00003316;http://www.mimo-db.eu/InstrumentsKeywords/3316;;;;Archlute;;http://en.wikipedia.org/wiki/Archlute;
LEXICON_00003317;http://www.mimo-db.eu/InstrumentsKeywords/3317;;;;Baglama;Baglamas;http://en.wikipedia.org/wiki/Baglama;
LEXICON_00003318;http://www.mimo-db.eu/InstrumentsKeywords/3318;;;;Balalaika;;http://en.wikipedia.org/wiki/Balalaika;
LEXICON_00003319;http://www.mimo-db.eu/InstrumentsKeywords/3319;;;;Bandora;Pandora;http://en.wikipedia.org/wiki/Bandora_(instrument);
LEXICON_00003322;http://www.mimo-db.eu/InstrumentsKeywords/3322;;;;Bandurria;Mandurria;http://en.wikipedia.org/wiki/Bandurria;
LEXICON_00003324;http://www.mimo-db.eu/InstrumentsKeywords/3324;;;;Bengala;;;
LEXICON_00003325;http://www.mimo-db.eu/InstrumentsKeywords/3325;;;;Biwa;"Biwang;Chikuzenbiwa;Gakubiwa;Satsumabiwa";http://en.wikipedia.org/wiki/Biwa;
LEXICON_00003329;http://www.mimo-db.eu/InstrumentsKeywords/3329;;;;Bouzouki;;http://en.wikipedia.org/wiki/Bouzouki;
LEXICON_00003330;http://www.mimo-db.eu/InstrumentsKeywords/3330;;;;Buzuq;;http://en.wikipedia.org/wiki/Buzuq;
LEXICON_00003331;http://www.mimo-db.eu/InstrumentsKeywords/3331;;;;Capi;;;
LEXICON_00003332;http://www.mimo-db.eu/InstrumentsKeywords/3332;;;;Charango;;http://en.wikipedia.org/wiki/Charango;
LEXICON_00003333;http://www.mimo-db.eu/InstrumentsKeywords/3333;;;;Chogur;Chungur;http://en.wikipedia.org/wiki/Chungur;
LEXICON_00003335;http://www.mimo-db.eu/InstrumentsKeywords/3335;;;;Citole;;http://en.wikipedia.org/wiki/Citole;
LEXICON_00003336;http://www.mimo-db.eu/InstrumentsKeywords/3336;;;;Cobza;;http://en.wikipedia.org/wiki/Cobza;
LEXICON_00003337;http://www.mimo-db.eu/InstrumentsKeywords/3337;;;;Colascione;;http://en.wikipedia.org/wiki/Colascione;
LEXICON_00003338;http://www.mimo-db.eu/InstrumentsKeywords/3338;;;;Cumbus;;http://en.wikipedia.org/wiki/Cumbus;
LEXICON_00003340;http://www.mimo-db.eu/InstrumentsKeywords/3340;;;;Dan day;"Cai dan nha tro;Dan nha tro";http://en.wikipedia.org/wiki/Dan_day;
